sample_id,label,latitude,longitude,elevation_m,slope_deg,aspect_deg,rainfall_24h_mm,rainfall_72h_mm,rainfall_surround_max_mm,soil_clay_pct,soil_sand_pct,soil_silt_pct,soil_bulk_density,soil_ph,soil_organic_carbon,lc_tree_cover,lc_builtup,saturation_pct,cohesion_kpa,split_target,state,district,corridor,event_date,geology,trigger,sample_type,data_pedigree
NON-LS-BG-0380,0,27.1383,92.6672,2105.7,46.6,134.5,67.82,97.93,88.17,20.5,54.0,25.5,1.45,5.0,22.5,1.0,0.0,56.8,19.8,TRAIN,Arunachal Pradesh,West Kameng,Arunachal Pradesh Kameng & Tawang Axis,2020-07-10,Bomdila Gneiss,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0381,0,27.2357,92.2507,1277.7,14.75,69.8,0.0,0.05,0.02,19.0,56.0,25.0,1.48,4.9,20.0,1.0,0.0,39.3,18.6,TRAIN,Arunachal Pradesh,Tawang,Arunachal Pradesh Kameng & Tawang Axis,2020-01-22,Higher Himalayan Crystalline,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0382,0,27.5294,92.54,2121.6,25.94,57.7,50.82,89.56,66.07,20.5,54.0,25.5,1.45,5.0,22.5,0.0,1.0,55.0,7.6,TRAIN,Arunachal Pradesh,West Kameng,Arunachal Pradesh Kameng & Tawang Axis,2020-06-25,Dirang Schist,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0383,0,27.4368,92.2165,1887.7,45.14,310.7,5.78,22.38,10.82,20.5,54.0,25.5,1.45,5.0,22.5,1.0,0.0,45.4,18.0,TRAIN,Arunachal Pradesh,West Kameng,Arunachal Pradesh Kameng & Tawang Axis,2019-09-15,Bomdila Gneiss,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0384,0,27.3659,92.6131,1242.3,31.36,317.4,44.61,68.18,57.99,19.0,56.0,25.0,1.48,4.9,20.0,0.0,1.0,51.1,18.1,TRAIN,Arunachal Pradesh,Tawang,Arunachal Pradesh Kameng & Tawang Axis,2020-07-10,Bomdila Gneiss,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0385,0,27.1607,92.5125,1706.0,35.94,140.8,1.62,14.44,6.98,19.0,56.0,25.0,1.48,4.9,20.0,1.0,0.0,38.9,20.5,TRAIN,Arunachal Pradesh,Tawang,Arunachal Pradesh Kameng & Tawang Axis,2021-08-14,Higher Himalayan Crystalline,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0386,0,27.2171,92.2427,2319.8,43.33,194.7,21.04,99.87,48.27,20.5,54.0,25.5,1.45,5.0,22.5,1.0,0.0,58.4,20.3,TRAIN,Arunachal Pradesh,West Kameng,Arunachal Pradesh Kameng & Tawang Axis,2018-06-14,Bomdila Gneiss,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0387,0,27.4482,92.5564,1039.0,9.5,8.0,5.55,8.71,7.21,20.5,54.0,25.5,1.45,5.0,22.5,1.0,0.0,40.4,21.4,TRAIN,Arunachal Pradesh,West Kameng,Arunachal Pradesh Kameng & Tawang Axis,2018-04-10,Bomdila Gneiss,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0388,0,27.5726,92.5528,1565.5,15.13,141.1,0.5,6.79,3.28,20.5,54.0,25.5,1.45,5.0,22.5,1.0,0.0,36.5,10.4,TRAIN,Arunachal Pradesh,West Kameng,Arunachal Pradesh Kameng & Tawang Axis,2021-06-25,Dirang Schist,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0389,0,27.5478,92.2328,1585.2,8.45,242.4,0.0,0.0,0.0,20.5,54.0,25.5,1.45,5.0,22.5,1.0,0.0,38.7,7.7,TRAIN,Arunachal Pradesh,West Kameng,Arunachal Pradesh Kameng & Tawang Axis,2020-11-12,Dirang Schist,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0390,0,27.3041,92.6757,1120.6,12.29,192.8,0.0,0.0,0.0,19.0,56.0,25.0,1.48,4.9,20.0,0.0,1.0,39.6,21.4,TRAIN,Arunachal Pradesh,Tawang,Arunachal Pradesh Kameng & Tawang Axis,2020-11-12,Bomdila Gneiss,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
LS-POS-0486,1,27.3942,88.5107,1810.9,44.95,328.2,16.24,46.47,22.46,24.0,48.0,28.0,1.39,5.2,22.0,1.0,0.0,45.8,20.7,TRAIN,Sikkim,West Sikkim,Sikkim & NH-10 Corridor,2021-07-28,Granite Gneiss,Monsoon Cloudburst,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0487,1,27.6628,88.4884,2208.5,43.25,303.1,8.72,28.77,13.91,26.5,46.0,27.5,1.36,5.3,23.5,0.0,0.0,45.2,20.7,TRAIN,Sikkim,Kalimpong,Sikkim & NH-10 Corridor,2021-08-14,Granite Gneiss,Prolonged Downpour,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0488,1,27.6705,88.2996,1966.7,46.55,49.0,37.3,80.02,48.49,34.1,32.4,33.5,1.28,5.8,29.1,0.0,0.0,52.7,19.3,TRAIN,Sikkim,South Sikkim,Sikkim & NH-10 Corridor,2020-06-25,Granite Gneiss,High Intensity Rain,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0489,1,27.5626,88.2682,2031.1,44.67,333.2,37.3,80.02,48.49,34.1,32.4,33.5,1.28,5.8,29.1,0.0,0.0,53.8,21.1,TRAIN,Sikkim,South Sikkim,Sikkim & NH-10 Corridor,2020-06-25,Granite Gneiss,Prolonged Downpour,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0490,1,27.1164,88.3081,1161.8,45.38,25.2,2.07,7.14,3.45,18.2,58.6,23.2,1.48,5.1,18.5,1.0,0.0,41.8,8.0,TRAIN,Sikkim,North Sikkim,Sikkim & NH-10 Corridor,2018-08-18,Schist & Phyllite,Prolonged Downpour,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0491,1,27.127,88.3251,1089.8,40.08,193.7,20.66,66.13,31.96,34.1,32.4,33.5,1.28,5.8,29.1,1.0,0.0,53.5,18.5,TRAIN,Sikkim,South Sikkim,Sikkim & NH-10 Corridor,2020-08-11,Quartzite Schist,Monsoon Cloudburst,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0492,1,27.4203,88.3477,1681.3,37.32,299.5,31.84,71.23,41.39,34.1,32.4,33.5,1.28,5.8,29.1,1.0,0.0,52.4,7.6,TRAIN,Sikkim,South Sikkim,Sikkim & NH-10 Corridor,2020-09-22,Disang Shale,High Intensity Rain,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0493,1,27.5055,88.4392,1884.1,42.53,65.4,6.71,25.1,12.13,28.5,44.2,27.3,1.34,5.4,24.2,1.0,0.0,42.2,20.7,TRAIN,Sikkim,East Sikkim,Sikkim & NH-10 Corridor,2018-06-14,Granite Gneiss,Monsoon Cloudburst,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0494,1,26.9343,88.5518,1065.0,47.01,187.1,3.95,18.3,8.84,24.0,48.0,28.0,1.39,5.2,22.0,1.0,0.0,44.5,7.8,TRAIN,Sikkim,West Sikkim,Sikkim & NH-10 Corridor,2018-07-22,Disang Shale,Prolonged Downpour,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0495,1,27.2388,88.4746,1341.5,35.47,60.8,14.03,35.72,18.24,26.5,46.0,27.5,1.36,5.3,23.5,1.0,0.0,46.2,20.8,TRAIN,Sikkim,Kalimpong,Sikkim & NH-10 Corridor,2021-06-25,Quartzite Schist,Monsoon Cloudburst,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0496,1,27.3552,88.4698,891.9,37.44,292.8,6.21,21.38,10.33,24.0,48.0,28.0,1.39,5.2,22.0,1.0,0.0,45.4,20.4,TRAIN,Sikkim,West Sikkim,Sikkim & NH-10 Corridor,2021-06-25,Granite Gneiss,High Intensity Rain,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0497,1,27.2552,88.3047,2111.6,40.7,315.4,16.2,26.18,21.06,28.5,44.2,27.3,1.34,5.4,24.2,1.0,0.0,42.3,20.5,TRAIN,Sikkim,East Sikkim,Sikkim & NH-10 Corridor,2022-07-19,Quartzite Schist,High Intensity Rain,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0498,1,27.1762,88.2571,841.0,33.65,208.8,5.74,33.61,16.24,34.1,32.4,33.5,1.28,5.8,29.1,1.0,0.0,44.3,21.9,TRAIN,Sikkim,South Sikkim,Sikkim & NH-10 Corridor,2019-06-28,Quartzite Schist,Prolonged Downpour,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0499,1,27.381,88.6031,941.2,34.88,17.9,11.34,31.7,15.32,24.0,48.0,28.0,1.39,5.2,22.0,1.0,0.0,44.4,9.7,TRAIN,Sikkim,West Sikkim,Sikkim & NH-10 Corridor,2022-08-05,Disang Shale,Prolonged Downpour,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0500,1,27.1895,88.3236,1710.6,41.48,326.7,16.2,26.18,21.06,18.2,58.6,23.2,1.48,5.1,18.5,1.0,0.0,40.9,19.6,TRAIN,Sikkim,North Sikkim,Sikkim & NH-10 Corridor,2022-07-19,Quartzite Schist,Monsoon Cloudburst,POSITIVE_LANDSLIDE,REAL_OBSERVATION
NON-LS-BG-0521,0,27.6844,88.4257,2299.7,44.92,23.4,8.72,28.77,13.91,26.5,46.0,27.5,1.36,5.3,23.5,1.0,0.0,46.6,20.4,TRAIN,Sikkim,Kalimpong,Sikkim & NH-10 Corridor,2021-08-14,Granite Gneiss,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0522,0,27.281,88.145,1432.6,43.11,42.2,3.18,25.41,12.28,26.5,46.0,27.5,1.36,5.3,23.5,1.0,0.0,43.3,21.7,TRAIN,Sikkim,Kalimpong,Sikkim & NH-10 Corridor,2022-05-18,Granite Gneiss,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0523,0,27.5591,88.2034,1455.5,30.44,326.8,11.75,42.99,20.78,28.5,44.2,27.3,1.34,5.4,24.2,0.0,0.0,49.6,19.3,TRAIN,Sikkim,East Sikkim,Sikkim & NH-10 Corridor,2021-07-28,Granite Gneiss,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0524,0,27.3647,88.3865,641.3,41.18,254.1,10.8,30.06,14.53,24.0,48.0,28.0,1.39,5.2,22.0,1.0,0.0,44.9,9.0,TRAIN,Sikkim,West Sikkim,Sikkim & NH-10 Corridor,2022-08-05,Schist & Phyllite,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0525,0,27.5903,88.6283,1469.1,39.95,203.8,10.52,18.56,13.68,28.5,44.2,27.3,1.34,5.4,24.2,1.0,0.0,42.9,19.3,TRAIN,Sikkim,East Sikkim,Sikkim & NH-10 Corridor,2022-07-19,Granite Gneiss,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0526,0,27.2894,88.4181,1478.9,42.25,146.3,24.04,39.25,31.25,34.1,32.4,33.5,1.28,5.8,29.1,1.0,0.0,45.1,10.7,TRAIN,Sikkim,South Sikkim,Sikkim & NH-10 Corridor,2021-09-02,Disang Shale,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0527,0,27.445,88.5081,1111.9,33.97,50.0,0.0,0.0,0.0,28.5,44.2,27.3,1.34,5.4,24.2,1.0,0.0,40.5,10.4,TRAIN,Sikkim,East Sikkim,Sikkim & NH-10 Corridor,2021-11-05,Schist & Phyllite,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0528,0,26.9565,88.2542,2186.8,28.42,22.7,2.07,7.14,3.45,34.1,32.4,33.5,1.28,5.8,29.1,1.0,0.0,42.5,21.0,TRAIN,Sikkim,South Sikkim,Sikkim & NH-10 Corridor,2018-08-18,Quartzite Schist,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0529,0,27.1764,88.2122,827.9,29.54,129.4,6.02,41.53,20.07,28.5,44.2,27.3,1.34,5.4,24.2,1.0,0.0,48.7,10.1,TRAIN,Sikkim,East Sikkim,Sikkim & NH-10 Corridor,2019-09-15,Disang Shale,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0530,0,27.2899,88.1778,2364.7,30.28,25.5,11.92,35.72,17.26,26.5,46.0,27.5,1.36,5.3,23.5,1.0,0.0,45.8,8.8,TRAIN,Sikkim,Kalimpong,Sikkim & NH-10 Corridor,2018-06-14,Disang Shale,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0531,0,27.2707,88.283,1656.7,33.31,269.2,16.2,26.18,21.06,18.2,58.6,23.2,1.48,5.1,18.5,1.0,0.0,42.2,20.6,TRAIN,Sikkim,North Sikkim,Sikkim & NH-10 Corridor,2022-07-19,Quartzite Schist,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0532,0,27.531,88.405,888.7,31.09,20.5,10.52,18.56,13.68,34.1,32.4,33.5,1.28,5.8,29.1,1.0,0.0,40.8,19.0,TRAIN,Sikkim,South Sikkim,Sikkim & NH-10 Corridor,2022-07-19,Granite Gneiss,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0533,0,27.388,88.3153,1702.0,37.77,344.5,3.94,5.17,5.12,28.5,44.2,27.3,1.34,5.4,24.2,1.0,0.0,39.6,19.6,TRAIN,Sikkim,East Sikkim,Sikkim & NH-10 Corridor,2022-03-30,Quartzite Schist,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0534,0,27.5009,88.4206,1621.9,33.45,53.3,69.91,98.8,90.88,34.1,32.4,33.5,1.28,5.8,29.1,1.0,0.0,58.0,10.3,TRAIN,Sikkim,South Sikkim,Sikkim & NH-10 Corridor,2020-07-10,Schist & Phyllite,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0535,0,27.1898,88.5302,1267.8,32.22,247.5,14.03,35.72,18.24,26.5,46.0,27.5,1.36,5.3,23.5,1.0,0.0,48.1,18.7,TRAIN,Sikkim,Kalimpong,Sikkim & NH-10 Corridor,2021-06-25,Quartzite Schist,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
LS-POS-0501,1,25.3441,91.9879,1141.0,34.34,63.6,116.96,215.25,152.05,35.0,30.0,35.0,1.24,5.0,34.0,1.0,0.0,82.4,15.3,TRAIN,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,2020-07-10,Sandstone & Shale,Monsoon Cloudburst,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0502,1,25.4396,92.0911,1051.0,43.01,63.1,11.28,26.23,14.66,35.0,30.0,35.0,1.24,5.0,34.0,1.0,0.0,45.6,17.4,TRAIN,Meghalaya,West Jaintia Hills,Meghalaya Southern Escarpment & NH-6,2019-08-08,Limestone Karst,Prolonged Downpour,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0503,1,25.3017,91.8045,1065.4,30.82,153.0,0.0,0.0,0.0,38.2,26.5,35.3,1.22,4.8,38.4,1.0,0.0,35.8,10.1,TRAIN,Meghalaya,East Khasi Hills,Meghalaya Southern Escarpment & NH-6,2019-01-18,Silty Clay Loam Bedrock,Monsoon Cloudburst,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0504,1,25.3311,92.17,1345.5,42.91,190.0,28.41,94.62,45.73,35.0,30.0,35.0,1.24,5.0,34.0,1.0,0.0,56.5,8.6,TRAIN,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,2021-06-25,Silty Clay Loam Bedrock,Prolonged Downpour,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0505,1,25.4485,91.6156,932.9,46.36,8.4,6.52,16.73,8.48,35.0,30.0,35.0,1.24,5.0,34.0,1.0,0.0,44.7,14.8,TRAIN,Meghalaya,West Jaintia Hills,Meghalaya Southern Escarpment & NH-6,2021-09-02,Sandstone & Shale,High Intensity Rain,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0506,1,25.156,92.1158,1722.3,39.26,234.9,12.61,134.6,65.06,35.0,30.0,35.0,1.24,5.0,34.0,1.0,0.0,65.5,15.7,TRAIN,Meghalaya,West Jaintia Hills,Meghalaya Southern Escarpment & NH-6,2019-09-15,Limestone Karst,Monsoon Cloudburst,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0507,1,25.3199,91.5929,1900.0,44.14,118.2,59.09,265.17,128.17,35.0,30.0,35.0,1.24,5.0,34.0,1.0,0.0,96.0,17.7,TRAIN,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,2019-06-28,Sandstone & Shale,High Intensity Rain,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0508,1,25.0983,91.9721,1419.7,30.22,26.4,36.17,144.33,69.76,38.2,26.5,35.3,1.22,4.8,38.4,0.0,1.0,72.7,14.3,TRAIN,Meghalaya,East Khasi Hills,Meghalaya Southern Escarpment & NH-6,2022-09-15,Limestone Karst,Monsoon Cloudburst,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0509,1,25.4052,91.5746,1048.6,51.71,20.1,0.0,0.0,0.0,35.0,30.0,35.0,1.24,5.0,34.0,1.0,0.0,35.8,17.2,TRAIN,Meghalaya,West Jaintia Hills,Meghalaya Southern Escarpment & NH-6,2019-01-18,Sandstone & Shale,Prolonged Downpour,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0510,1,25.2819,91.9615,1187.7,50.16,314.0,116.96,215.25,152.05,35.0,30.0,35.0,1.24,5.0,34.0,1.0,0.0,84.0,17.5,TRAIN,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,2020-07-10,Sandstone & Shale,Monsoon Cloudburst,POSITIVE_LANDSLIDE,REAL_OBSERVATION
NON-LS-BG-0536,0,25.5237,91.7487,1398.3,31.55,0.1,65.42,164.41,85.05,35.0,30.0,35.0,1.24,5.0,34.0,1.0,0.0,75.2,14.4,TRAIN,Meghalaya,West Jaintia Hills,Meghalaya Southern Escarpment & NH-6,2021-08-14,Sandstone & Shale,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0537,0,25.573,92.3304,1344.4,31.88,160.0,18.12,35.47,23.56,35.0,30.0,35.0,1.24,5.0,34.0,1.0,0.0,47.8,14.7,TRAIN,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,2018-07-22,Sandstone & Shale,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0538,0,25.3054,91.5128,1837.4,32.94,217.2,59.09,265.17,128.17,35.0,30.0,35.0,1.24,5.0,34.0,1.0,0.0,95.5,16.2,TRAIN,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,2019-06-28,Sandstone & Shale,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0539,0,25.3677,91.4551,1226.5,37.45,201.0,0.0,0.0,0.0,38.2,26.5,35.3,1.22,4.8,38.4,1.0,0.0,38.0,16.7,TRAIN,Meghalaya,East Khasi Hills,Meghalaya Southern Escarpment & NH-6,2020-11-12,Sandstone & Shale,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0540,0,25.5403,92.1011,936.6,34.45,39.2,28.41,94.62,45.73,35.0,30.0,35.0,1.24,5.0,34.0,1.0,0.0,59.7,18.0,TRAIN,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,2021-06-25,Limestone Karst,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0541,0,25.2334,92.0633,866.0,40.98,33.9,26.77,59.78,34.8,35.0,30.0,35.0,1.24,5.0,34.0,0.0,1.0,54.2,16.1,TRAIN,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,2022-08-05,Sandstone & Shale,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0542,0,25.5349,91.8036,1350.2,32.05,51.9,26.77,59.78,34.8,35.0,30.0,35.0,1.24,5.0,34.0,0.0,1.0,48.8,16.9,TRAIN,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,2022-08-05,Sandstone & Shale,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0543,0,25.2147,91.8239,830.1,34.29,215.0,15.63,33.13,20.32,35.0,30.0,35.0,1.24,5.0,34.0,1.0,0.0,48.2,8.3,TRAIN,Meghalaya,West Jaintia Hills,Meghalaya Southern Escarpment & NH-6,2019-08-08,Silty Clay Loam Bedrock,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0544,0,25.3516,91.7405,925.6,25.06,59.5,6.52,16.73,8.48,35.0,30.0,35.0,1.24,5.0,34.0,1.0,0.0,41.5,15.7,TRAIN,Meghalaya,West Jaintia Hills,Meghalaya Southern Escarpment & NH-6,2021-09-02,Sandstone & Shale,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0545,0,25.4468,92.0398,1680.0,33.81,327.9,30.97,57.64,40.26,35.0,30.0,35.0,1.24,5.0,34.0,1.0,0.0,48.0,9.7,TRAIN,Meghalaya,West Jaintia Hills,Meghalaya Southern Escarpment & NH-6,2018-07-22,Silty Clay Loam Bedrock,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
LS-POS-0511,1,25.175,92.8777,774.6,51.32,42.5,1.24,30.64,14.81,41.5,22.1,36.4,1.26,5.3,26.8,1.0,0.0,43.8,14.1,TRAIN,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,2018-08-18,Disang Siltstone,Prolonged Downpour,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0512,1,25.1075,92.8363,850.1,39.89,95.0,1.24,30.64,14.81,36.0,28.0,36.0,1.3,5.2,25.0,1.0,0.0,46.7,10.3,TRAIN,Assam,Cachar,Assam Barail Range & Dima Hasao,2018-08-18,Tertiary Clay Shale,Prolonged Downpour,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0513,1,25.2101,92.9535,856.5,48.87,175.4,77.92,162.18,101.3,41.5,22.1,36.4,1.26,5.3,26.8,1.0,0.0,73.2,8.3,TRAIN,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,2022-06-18,Tertiary Clay Shale,Prolonged Downpour,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0514,1,24.9758,93.1559,600.9,37.16,333.8,25.16,106.92,51.68,36.0,28.0,36.0,1.3,5.2,25.0,1.0,0.0,63.0,14.2,TRAIN,Assam,Cachar,Assam Barail Range & Dima Hasao,2022-05-18,Disang Siltstone,Monsoon Cloudburst,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0515,1,25.137,92.9393,845.9,49.9,79.8,0.0,0.0,0.0,36.0,28.0,36.0,1.3,5.2,25.0,0.0,1.0,37.9,14.6,TRAIN,Assam,Cachar,Assam Barail Range & Dima Hasao,2019-01-18,Disang Siltstone,Prolonged Downpour,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0516,1,25.0404,93.0345,728.6,30.84,17.7,22.88,41.49,29.74,41.5,22.1,36.4,1.26,5.3,26.8,1.0,0.0,45.0,10.5,TRAIN,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,2020-08-11,Tertiary Clay Shale,High Intensity Rain,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0517,1,25.2221,92.9889,449.7,48.53,162.4,77.92,162.18,101.3,36.0,28.0,36.0,1.3,5.2,25.0,1.0,0.0,71.3,11.6,TRAIN,Assam,Cachar,Assam Barail Range & Dima Hasao,2022-06-18,Disang Siltstone,High Intensity Rain,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0518,1,25.3095,93.1036,939.2,30.6,217.7,0.46,0.46,0.6,36.0,28.0,36.0,1.3,5.2,25.0,0.0,1.0,38.3,11.3,TRAIN,Assam,Cachar,Assam Barail Range & Dima Hasao,2018-02-14,Disang Siltstone,Monsoon Cloudburst,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0519,1,25.2695,92.9868,334.3,48.11,232.2,4.69,24.81,11.99,41.5,22.1,36.4,1.26,5.3,26.8,1.0,0.0,40.8,7.0,TRAIN,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,2022-07-19,Tertiary Clay Shale,Prolonged Downpour,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0520,1,25.1525,93.0032,812.5,43.07,0.0,0.0,0.0,0.0,36.0,28.0,36.0,1.3,5.2,25.0,1.0,0.0,37.6,14.1,TRAIN,Assam,Cachar,Assam Barail Range & Dima Hasao,2019-01-18,Disang Siltstone,High Intensity Rain,POSITIVE_LANDSLIDE,REAL_OBSERVATION
NON-LS-BG-0546,0,25.1693,92.9121,1017.0,44.78,280.5,22.88,41.49,29.74,36.0,28.0,36.0,1.3,5.2,25.0,1.0,0.0,44.3,13.6,TRAIN,Assam,Cachar,Assam Barail Range & Dima Hasao,2020-08-11,Disang Siltstone,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0547,0,25.3157,93.0059,417.5,26.87,157.6,15.8,19.52,20.54,36.0,28.0,36.0,1.3,5.2,25.0,0.0,1.0,44.2,7.7,TRAIN,Assam,Cachar,Assam Barail Range & Dima Hasao,2019-08-08,Tertiary Clay Shale,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0548,0,24.9968,92.8973,702.2,37.24,359.0,4.69,24.81,11.99,41.5,22.1,36.4,1.26,5.3,26.8,1.0,0.0,41.4,10.4,TRAIN,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,2022-07-19,Tertiary Clay Shale,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0549,0,25.2842,93.2133,490.6,43.96,88.5,5.18,19.74,9.54,41.5,22.1,36.4,1.26,5.3,26.8,1.0,0.0,44.2,13.2,TRAIN,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,2022-09-15,Disang Siltstone,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0550,0,25.3121,92.8217,605.4,29.88,183.5,3.35,23.08,11.16,36.0,28.0,36.0,1.3,5.2,25.0,1.0,0.0,45.0,11.4,TRAIN,Assam,Cachar,Assam Barail Range & Dima Hasao,2019-09-15,Disang Siltstone,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0551,0,25.2262,93.1293,389.4,35.5,69.4,22.56,77.73,37.57,41.5,22.1,36.4,1.26,5.3,26.8,1.0,0.0,54.5,14.0,TRAIN,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,2019-07-12,Disang Siltstone,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
